Order [timestamp=2017-10-05T10:00:44, broker=Ameriprise Financial, sequenceId=2, type=K, symbol=LGHT, quantity=800, price=98.765, side=Sell]
Order [timestamp=2017-10-05T10:10:45, broker=Charles Schwab, sequenceId=15, type=2, symbol=CARD, quantity=200, price=6.68, side=Buy]
Order [timestamp=2017-10-05T10:11:02, broker=Charles Schwab, sequenceId=16, type=K, symbol=LGHT, quantity=600, price=140.005, side=Sell]
Order [timestamp=2017-10-05T10:11:51, broker=Charles Schwab, sequenceId=17, type=K, symbol=BRIC, quantity=200, price=30.71, side=Sell]
Order [timestamp=2017-10-05T10:12:21, broker=Charles Schwab, sequenceId=18, type=2, symbol=HOOF, quantity=600, price=39.2, side=Sell]
Order [timestamp=2017-10-05T10:14:01, broker=Charles Schwab, sequenceId=19, type=2, symbol=GLOO, quantity=100, price=40.02, side=Buy]
Order [timestamp=2017-10-05T10:15:02, broker=Charles Schwab, sequenceId=20, type=2, symbol=BARK, quantity=100, price=1.195, side=Buy]
Order [timestamp=2017-10-05T10:18:05, broker=Charles Schwab, sequenceId=22, type=2, symbol=CARD, quantity=8000, price=6.555, side=Buy]
Order [timestamp=2017-10-05T10:19:35, broker=Charles Schwab, sequenceId=23, type=2, symbol=BRIC, quantity=900, price=30.69, side=Buy]
Order [timestamp=2017-10-05T10:19:45, broker=Charles Schwab, sequenceId=24, type=2, symbol=VELL, quantity=100, price=12, side=Sell]
Order [timestamp=2017-10-05T10:20:01, broker=Charles Schwab, sequenceId=25, type=K, symbol=YLLW, quantity=200, price=11, side=Buy]
Order [timestamp=2017-10-05T10:21:01, broker=Charles Schwab, sequenceId=26, type=2, symbol=YLLW, quantity=100000, price=11.1, side=Sell]
Order [timestamp=2017-10-05T10:22:14, broker=Charles Schwab, sequenceId=27, type=2, symbol=KRIL, quantity=30, price=6.03, side=Buy]
Order [timestamp=2017-10-05T10:23:01, broker=Charles Schwab, sequenceId=28, type=K, symbol=YLLW, quantity=1560, price=10.8, side=Buy]
Order [timestamp=2017-10-05T10:32:11, broker=Charles Schwab, sequenceId=29, type=2, symbol=YLLW, quantity=100000, price=11.1, side=Sell]
Order [timestamp=2017-10-05T10:33:22, broker=Charles Schwab, sequenceId=30, type=2, symbol=YLLW, quantity=550, price=11.205, side=Sell]
Order [timestamp=2017-10-05T10:33:42, broker=Charles Schwab, sequenceId=31, type=K, symbol=LGHT, quantity=100, price=98.78, side=Buy]
Order [timestamp=2017-10-05T10:34:01, broker=Charles Schwab, sequenceId=32, type=K, symbol=HOOF, quantity=150, price=39.1, side=Buy]
Order [timestamp=2017-10-05T10:35:05, broker=Charles Schwab, sequenceId=34, type=K, symbol=BRIC, quantity=300, price=30.705, side=Sell]
Order [timestamp=2017-10-05T10:40:01, broker=Charles Schwab, sequenceId=35, type=2, symbol=BRIC, quantity=1400, price=30.7, side=Sell]
Order [timestamp=2017-10-05T10:40:41, broker=Charles Schwab, sequenceId=36, type=2, symbol=CARD, quantity=100, price=6.65, side=Buy]
Order [timestamp=2017-10-05T10:41:51, broker=Charles Schwab, sequenceId=37, type=K, symbol=YLLW, quantity=200, price=11, side=Buy]
Order [timestamp=2017-10-05T10:42:01, broker=Charles Schwab, sequenceId=38, type=K, symbol=HOOF, quantity=200, price=76.48, side=Sell]
Order [timestamp=2017-10-05T10:43:11, broker=Charles Schwab, sequenceId=39, type=2, symbol=BRIC, quantity=400, price=30.71, side=Sell]
Order [timestamp=2017-10-05T10:44:21, broker=Charles Schwab, sequenceId=40, type=2, symbol=BRIC, quantity=1400, price=30.7, side=Sell]
Order [timestamp=2017-10-05T10:45:01, broker=Charles Schwab, sequenceId=41, type=2, symbol=CARD, quantity=100, price=6.65, side=Buy]
Order [timestamp=2017-10-05T10:46:08, broker=Charles Schwab, sequenceId=42, type=K, symbol=BRIC, quantity=5000, price=30.7, side=Sell]
Order [timestamp=2017-10-05T10:47:09, broker=Charles Schwab, sequenceId=43, type=2, symbol=YLLW, quantity=100000, price=11.1, side=Sell]
Order [timestamp=2017-10-05T10:49:14, broker=Charles Schwab, sequenceId=44, type=2, symbol=YLLW, quantity=550, price=11.205, side=Sell]
Order [timestamp=2017-10-05T10:50:22, broker=Charles Schwab, sequenceId=45, type=K, symbol=HOOF, quantity=200, price=140.005, side=Buy]
Order [timestamp=2017-10-05T10:51:15, broker=Charles Schwab, sequenceId=46, type=2, symbol=HOOF, quantity=500, price=39.13, side=Sell]
Order [timestamp=2017-10-05T10:52:01, broker=Charles Schwab, sequenceId=47, type=K, symbol=LGHT, quantity=600, price=140.005, side=Sell]
Order [timestamp=2017-10-05T10:54:10, broker=Charles Schwab, sequenceId=48, type=K, symbol=BRIC, quantity=300, price=30.705, side=Sell]
Order [timestamp=2017-10-05T10:55:49, broker=Charles Schwab, sequenceId=49, type=2, symbol=HOOF, quantity=600, price=39.2, side=Sell]
Order [timestamp=2017-10-05T10:55:55, broker=Charles Schwab, sequenceId=50, type=K, symbol=LGHT, quantity=100, price=98.78, side=Buy]
Order [timestamp=2017-10-05T10:59:01, broker=Charles Schwab, sequenceId=51, type=2, symbol=YLLW, quantity=600, price=11.11, side=Sell]
Order [timestamp=2017-10-05T10:00:05, broker=Raymond James Financial, sequenceId=1, type=K, symbol=YLLW, quantity=200, price=11, side=Buy]
Order [timestamp=2017-10-05T10:00:45, broker=Raymond James Financial, sequenceId=3, type=2, symbol=CARD, quantity=8000, price=6.555, side=Buy]
Order [timestamp=2017-10-05T10:00:46, broker=Raymond James Financial, sequenceId=2, type=2, symbol=YLLW, quantity=100000, price=11.1, side=Sell]
Order [timestamp=2017-10-05T10:01:54, broker=Raymond James Financial, sequenceId=4, type=2, symbol=BRIC, quantity=900, price=30.69, side=Buy]
Order [timestamp=2017-10-05T10:02:03, broker=Raymond James Financial, sequenceId=5, type=2, symbol=VELL, quantity=100, price=12, side=Sell]
Order [timestamp=2017-10-05T10:02:09, broker=Raymond James Financial, sequenceId=6, type=K, symbol=LOUD, quantity=200, price=10.95, side=Buy]
Order [timestamp=2017-10-05T10:03:34, broker=Raymond James Financial, sequenceId=7, type=K, symbol=LGHT, quantity=800, price=98.765, side=Sell]
Order [timestamp=2017-10-05T10:04:18, broker=Raymond James Financial, sequenceId=8, type=2, symbol=BRIC, quantity=400, price=30.71, side=Sell]
Order [timestamp=2017-10-05T10:05:11, broker=Raymond James Financial, sequenceId=9, type=K, symbol=LOUD, quantity=200, price=140.005, side=Buy]
Order [timestamp=2017-10-05T10:05:24, broker=Raymond James Financial, sequenceId=10, type=2, symbol=CARD, quantity=200, price=6.68, side=Buy]
Order [timestamp=2017-10-05T10:06:06, broker=Raymond James Financial, sequenceId=11, type=K, symbol=BRIC, quantity=5000, price=30.7, side=Sell]
Order [timestamp=2017-10-05T10:06:58, broker=Raymond James Financial, sequenceId=12, type=K, symbol=HOOF, quantity=200, price=76.48, side=Sell]
Order [timestamp=2017-10-05T10:07:11, broker=Raymond James Financial, sequenceId=13, type=2, symbol=KRIL, quantity=30, price=6.03, side=Buy]
Order [timestamp=2017-10-05T10:09:04, broker=Raymond James Financial, sequenceId=14, type=2, symbol=HOOF, quantity=100, price=39.12, side=Sell]
Order [timestamp=2017-10-05T10:10:45, broker=Raymond James Financial, sequenceId=15, type=2, symbol=BARK, quantity=100, price=1.195, side=Buy]
Order [timestamp=2017-10-05T10:11:02, broker=Raymond James Financial, sequenceId=16, type=K, symbol=BARK, quantity=100, price=1.19, side=Buy]
Order [timestamp=2017-10-05T10:11:51, broker=Raymond James Financial, sequenceId=17, type=2, symbol=GLOO, quantity=500, price=40.01, side=Sell]
Order [timestamp=2017-10-05T10:12:21, broker=Raymond James Financial, sequenceId=18, type=2, symbol=BRIC, quantity=460, price=30.705, side=Sell]
Order [timestamp=2017-10-05T10:14:01, broker=Raymond James Financial, sequenceId=19, type=2, symbol=VELL, quantity=100, price=12, side=Sell]
Order [timestamp=2017-10-05T10:15:02, broker=Raymond James Financial, sequenceId=20, type=K, symbol=LOUD, quantity=200, price=10.95, side=Buy]
Order [timestamp=2017-10-05T10:17:03, broker=Raymond James Financial, sequenceId=21, type=2, symbol=YLLW, quantity=100000, price=11.1, side=Sell]
Order [timestamp=2017-10-05T10:18:05, broker=Raymond James Financial, sequenceId=22, type=2, symbol=HOOF, quantity=600, price=39.2, side=Sell]
Order [timestamp=2017-10-05T10:19:35, broker=Raymond James Financial, sequenceId=23, type=K, symbol=LGHT, quantity=100, price=98.78, side=Buy]
Order [timestamp=2017-10-05T10:19:45, broker=Raymond James Financial, sequenceId=24, type=2, symbol=HOOF, quantity=500, price=39.13, side=Sell]
Order [timestamp=2017-10-05T10:20:01, broker=Raymond James Financial, sequenceId=25, type=K, symbol=LGHT, quantity=100, price=140.1, side=Sell]
Order [timestamp=2017-10-05T10:21:01, broker=Raymond James Financial, sequenceId=26, type=K, symbol=LGHT, quantity=100, price=140.01, side=Sell]
Order [timestamp=2017-10-05T10:22:14, broker=Raymond James Financial, sequenceId=27, type=2, symbol=LOUD, quantity=200, price=10.95, side=Sell]
Order [timestamp=2017-10-05T10:23:01, broker=Raymond James Financial, sequenceId=28, type=2, symbol=GLOO, quantity=100, price=40.02, side=Buy]
Order [timestamp=2017-10-05T10:32:11, broker=Raymond James Financial, sequenceId=29, type=K, symbol=LGHT, quantity=100, price=140.01, side=Sell]
Order [timestamp=2017-10-05T10:33:22, broker=Raymond James Financial, sequenceId=30, type=2, symbol=YLLW, quantity=200, price=11.3, side=Sell]
Order [timestamp=2017-10-05T10:33:42, broker=Raymond James Financial, sequenceId=31, type=K, symbol=KRIL, quantity=500, price=6.075, side=Buy]
Order [timestamp=2017-10-05T10:34:01, broker=Raymond James Financial, sequenceId=32, type=K, symbol=BRIC, quantity=5000, price=30.7, side=Sell]
Order [timestamp=2017-10-05T10:35:05, broker=Raymond James Financial, sequenceId=34, type=2, symbol=LOUD, quantity=400, price=10.96, side=Sell]
Order [timestamp=2017-10-05T10:40:01, broker=Raymond James Financial, sequenceId=35, type=2, symbol=HOOF, quantity=100, price=39.12, side=Sell]
Order [timestamp=2017-10-05T10:40:41, broker=Raymond James Financial, sequenceId=36, type=2, symbol=YLLW, quantity=600, price=11.11, side=Sell]
Order [timestamp=2017-10-05T10:41:51, broker=Raymond James Financial, sequenceId=37, type=K, symbol=LGHT, quantity=100, price=140.1, side=Sell]
Order [timestamp=2017-10-05T10:42:01, broker=Raymond James Financial, sequenceId=38, type=K, symbol=BRIC, quantity=200, price=30.71, side=Sell]
Order [timestamp=2017-10-05T10:44:25, broker=Raymond James Financial, sequenceId=40, type=2, symbol=HOOF, quantity=100, price=39.12, side=Sell]
Order [timestamp=2017-10-05T10:45:02, broker=Raymond James Financial, sequenceId=41, type=2, symbol=YLLW, quantity=600, price=11.11, side=Sell]
Order [timestamp=2017-10-05T10:46:04, broker=Raymond James Financial, sequenceId=42, type=2, symbol=LGHT, quantity=100, price=140.05, side=Buy]
Order [timestamp=2017-10-05T10:47:06, broker=Raymond James Financial, sequenceId=43, type=K, symbol=LGHT, quantity=100, price=140.01, side=Sell]
Order [timestamp=2017-10-05T10:49:10, broker=Raymond James Financial, sequenceId=44, type=2, symbol=YLLW, quantity=200, price=11.3, side=Sell]
Order [timestamp=2017-10-05T10:50:28, broker=Raymond James Financial, sequenceId=45, type=2, symbol=KRIL, quantity=300, price=6.08, side=Buy]
Order [timestamp=2017-10-05T10:51:11, broker=Raymond James Financial, sequenceId=46, type=K, symbol=HOOF, quantity=150, price=39.1, side=Buy]
Order [timestamp=2017-10-05T10:52:04, broker=Raymond James Financial, sequenceId=47, type=K, symbol=BARK, quantity=100, price=1.19, side=Buy]
Order [timestamp=2017-10-05T10:54:03, broker=Raymond James Financial, sequenceId=48, type=2, symbol=LOUD, quantity=400, price=10.96, side=Sell]
Order [timestamp=2017-10-05T10:55:44, broker=Raymond James Financial, sequenceId=49, type=2, symbol=BRIC, quantity=460, price=30.705, side=Sell]
Order [timestamp=2017-10-05T10:55:51, broker=Raymond James Financial, sequenceId=50, type=2, symbol=GLOO, quantity=100, price=40.02, side=Buy]
Order [timestamp=2017-10-05T10:00:02, broker=AXA Advisors, sequenceId=1, type=K, symbol=BRIC, quantity=5000, price=30.7, side=Sell]
Order [timestamp=2017-10-05T10:00:46, broker=AXA Advisors, sequenceId=3, type=2, symbol=BRIC, quantity=400, price=30.71, side=Sell]
Order [timestamp=2017-10-05T10:00:47, broker=AXA Advisors, sequenceId=2, type=2, symbol=CARD, quantity=700, price=6.9, side=Sell]
Order [timestamp=2017-10-05T10:01:53, broker=AXA Advisors, sequenceId=4, type=2, symbol=BRIC, quantity=1400, price=30.7, side=Sell]
Order [timestamp=2017-10-05T10:02:04, broker=AXA Advisors, sequenceId=5, type=2, symbol=CARD, quantity=100, price=6.65, side=Buy]
Order [timestamp=2017-10-05T10:02:20, broker=AXA Advisors, sequenceId=6, type=K, symbol=YLLW, quantity=200, price=11, side=Buy]
Order [timestamp=2017-10-05T10:03:19, broker=AXA Advisors, sequenceId=7, type=K, symbol=HOOF, quantity=200, price=76.48, side=Sell]
Order [timestamp=2017-10-05T10:04, broker=AXA Advisors, sequenceId=8, type=2, symbol=KRIL, quantity=30, price=6.03, side=Buy]
Order [timestamp=2017-10-05T10:05:11, broker=AXA Advisors, sequenceId=9, type=K, symbol=LGHT, quantity=100, price=98.78, side=Buy]
Order [timestamp=2017-10-05T10:05:24, broker=AXA Advisors, sequenceId=10, type=2, symbol=YLLW, quantity=400, price=11.105, side=Sell]
Order [timestamp=2017-10-05T10:06:06, broker=AXA Advisors, sequenceId=11, type=K, symbol=LGHT, quantity=600, price=140.005, side=Sell]
Order [timestamp=2017-10-05T10:06:58, broker=AXA Advisors, sequenceId=12, type=2, symbol=YLLW, quantity=100000, price=11.1, side=Sell]
Order [timestamp=2017-10-05T10:07:11, broker=AXA Advisors, sequenceId=13, type=2, symbol=YLLW, quantity=550, price=11.205, side=Sell]
Order [timestamp=2017-10-05T10:09:04, broker=AXA Advisors, sequenceId=14, type=2, symbol=GLOO, quantity=100, price=40.02, side=Buy]
Order [timestamp=2017-10-05T10:10:45, broker=AXA Advisors, sequenceId=15, type=2, symbol=CARD, quantity=200, price=6.855, side=Sell]
Order [timestamp=2017-10-05T10:11:51, broker=AXA Advisors, sequenceId=17, type=2, symbol=CARD, quantity=8000, price=6.555, side=Buy]
Order [timestamp=2017-10-05T10:12:21, broker=AXA Advisors, sequenceId=18, type=2, symbol=LGHT, quantity=500, price=98.77, side=Sell]
Order [timestamp=2017-10-05T10:14:01, broker=AXA Advisors, sequenceId=19, type=2, symbol=CARD, quantity=100, price=6.65, side=Buy]
Order [timestamp=2017-10-05T10:15:02, broker=AXA Advisors, sequenceId=20, type=K, symbol=YLLW, quantity=200, price=11, side=Buy]
Order [timestamp=2017-10-05T10:17:03, broker=AXA Advisors, sequenceId=21, type=2, symbol=CARD, quantity=700, price=6.9, side=Sell]
Order [timestamp=2017-10-05T10:19:35, broker=AXA Advisors, sequenceId=23, type=2, symbol=HOOF, quantity=100, price=39.12, side=Sell]
Order [timestamp=2017-10-05T10:19:45, broker=AXA Advisors, sequenceId=24, type=2, symbol=BARK, quantity=100, price=1.195, side=Buy]
Order [timestamp=2017-10-05T10:20:01, broker=AXA Advisors, sequenceId=25, type=2, symbol=LGHT, quantity=100, price=140.05, side=Buy]
Order [timestamp=2017-10-05T10:21:01, broker=AXA Advisors, sequenceId=26, type=K, symbol=HOOF, quantity=100, price=39.11, side=Buy]
Order [timestamp=2017-10-05T10:22:14, broker=AXA Advisors, sequenceId=27, type=2, symbol=YLLW, quantity=200, price=11.3, side=Sell]
Order [timestamp=2017-10-05T10:23:01, broker=AXA Advisors, sequenceId=28, type=2, symbol=KRIL, quantity=300, price=6.08, side=Buy]
Order [timestamp=2017-10-05T10:32:11, broker=AXA Advisors, sequenceId=29, type=K, symbol=HOOF, quantity=100, price=39.11, side=Buy]
Order [timestamp=2017-10-05T10:33:22, broker=AXA Advisors, sequenceId=30, type=2, symbol=BRIC, quantity=460, price=30.705, side=Sell]
Order [timestamp=2017-10-05T10:33:42, broker=AXA Advisors, sequenceId=31, type=2, symbol=BARK, quantity=100, price=1.19, side=Sell]
Order [timestamp=2017-10-05T10:34:01, broker=AXA Advisors, sequenceId=32, type=K, symbol=LGHT, quantity=600, price=140.005, side=Sell]
Order [timestamp=2017-10-05T10:35:05, broker=AXA Advisors, sequenceId=34, type=2, symbol=GLOO, quantity=500, price=40.01, side=Sell]
Order [timestamp=2017-10-05T10:40:01, broker=AXA Advisors, sequenceId=35, type=2, symbol=GLOO, quantity=100, price=40.02, side=Buy]
Order [timestamp=2017-10-05T10:40:41, broker=AXA Advisors, sequenceId=36, type=2, symbol=BARK, quantity=100, price=1.195, side=Buy]
Order [timestamp=2017-10-05T10:41:51, broker=AXA Advisors, sequenceId=37, type=2, symbol=LGHT, quantity=100, price=140.05, side=Buy]
Order [timestamp=2017-10-05T10:42:01, broker=AXA Advisors, sequenceId=38, type=K, symbol=LGHT, quantity=100, price=140.01, side=Sell]
Order [timestamp=2017-10-05T10:43:13, broker=AXA Advisors, sequenceId=39, type=2, symbol=LOUD, quantity=200, price=10.95, side=Sell]
Order [timestamp=2017-10-05T10:44:26, broker=AXA Advisors, sequenceId=40, type=2, symbol=GLOO, quantity=100, price=40.02, side=Buy]
Order [timestamp=2017-10-05T10:45:09, broker=AXA Advisors, sequenceId=41, type=2, symbol=BARK, quantity=100, price=1.195, side=Buy]
Order [timestamp=2017-10-05T10:46:05, broker=AXA Advisors, sequenceId=42, type=K, symbol=BARK, quantity=100, price=1.19, side=Buy]
Order [timestamp=2017-10-05T10:47:03, broker=AXA Advisors, sequenceId=43, type=K, symbol=HOOF, quantity=100, price=39.11, side=Buy]
Order [timestamp=2017-10-05T10:49:10, broker=AXA Advisors, sequenceId=44, type=2, symbol=BRIC, quantity=460, price=30.705, side=Sell]
Order [timestamp=2017-10-05T10:50:27, broker=AXA Advisors, sequenceId=45, type=K, symbol=KRIL, quantity=500, price=6.075, side=Buy]
Order [timestamp=2017-10-05T10:54:09, broker=AXA Advisors, sequenceId=48, type=2, symbol=GLOO, quantity=500, price=40.01, side=Sell]
Order [timestamp=2017-10-05T10:55:49, broker=AXA Advisors, sequenceId=49, type=2, symbol=LGHT, quantity=500, price=98.77, side=Sell]
Order [timestamp=2017-10-05T10:55:58, broker=AXA Advisors, sequenceId=50, type=2, symbol=KRIL, quantity=300, price=6.08, side=Buy]
Order [timestamp=2017-10-05T10:00:06, broker=Wells Fargo Advisors, sequenceId=1, type=K, symbol=LGHT, quantity=100, price=140.1, side=Sell]
Order [timestamp=2017-10-05T10:00:41, broker=Wells Fargo Advisors, sequenceId=2, type=K, symbol=LGHT, quantity=100, price=140.01, side=Sell]
Order [timestamp=2017-10-05T10:01:32, broker=Wells Fargo Advisors, sequenceId=3, type=2, symbol=HOOF, quantity=600, price=39.2, side=Sell]
Order [timestamp=2017-10-05T10:01:49, broker=Wells Fargo Advisors, sequenceId=4, type=K, symbol=LGHT, quantity=100, price=98.78, side=Buy]
Order [timestamp=2017-10-05T10:02, broker=Wells Fargo Advisors, sequenceId=6, type=K, symbol=LGHT, quantity=400, price=140, side=Buy]
Order [timestamp=2017-10-05T10:03:35, broker=Wells Fargo Advisors, sequenceId=8, type=K, symbol=BRIC, quantity=200, price=30.71, side=Sell]
Order [timestamp=2017-10-05T10:03:41, broker=Wells Fargo Advisors, sequenceId=7, type=K, symbol=BRIC, quantity=300, price=30.705, side=Sell]
Order [timestamp=2017-10-05T10:04:45, broker=Wells Fargo Advisors, sequenceId=10, type=2, symbol=LOUD, quantity=200, price=10.95, side=Sell]
Order [timestamp=2017-10-05T10:05, broker=Wells Fargo Advisors, sequenceId=11, type=2, symbol=YLLW, quantity=200, price=11.3, side=Sell]
Order [timestamp=2017-10-05T10:05:11, broker=Wells Fargo Advisors, sequenceId=12, type=2, symbol=KRIL, quantity=300, price=6.08, side=Buy]
Order [timestamp=2017-10-05T10:06:06, broker=Wells Fargo Advisors, sequenceId=14, type=2, symbol=LGHT, quantity=100, price=140.05, side=Buy]
Order [timestamp=2017-10-05T10:06:58, broker=Wells Fargo Advisors, sequenceId=15, type=K, symbol=BRIC, quantity=200, price=30.71, side=Sell]
Order [timestamp=2017-10-05T10:07:11, broker=Wells Fargo Advisors, sequenceId=16, type=2, symbol=LOUD, quantity=200, price=10.95, side=Sell]
Order [timestamp=2017-10-05T10:07:51, broker=Wells Fargo Advisors, sequenceId=17, type=2, symbol=YLLW, quantity=200, price=11.3, side=Sell]
Order [timestamp=2017-10-05T10:08:11, broker=Wells Fargo Advisors, sequenceId=18, type=2, symbol=BRIC, quantity=460, price=30.705, side=Sell]
Order [timestamp=2017-10-05T10:08:22, broker=Wells Fargo Advisors, sequenceId=19, type=2, symbol=LGHT, quantity=500, price=98.77, side=Sell]
Order [timestamp=2017-10-05T10:09:04, broker=Wells Fargo Advisors, sequenceId=20, type=2, symbol=BARK, quantity=100, price=1.19, side=Sell]
Order [timestamp=2017-10-05T10:09:24, broker=Wells Fargo Advisors, sequenceId=21, type=2, symbol=VELL, quantity=100, price=12, side=Sell]
Order [timestamp=2017-10-05T10:09:54, broker=Wells Fargo Advisors, sequenceId=22, type=2, symbol=CARD, quantity=100, price=6.65, side=Buy]
Order [timestamp=2017-10-05T10:10:45, broker=Wells Fargo Advisors, sequenceId=23, type=K, symbol=LOUD, quantity=200, price=10.95, side=Buy]
Order [timestamp=2017-10-05T10:10:55, broker=Wells Fargo Advisors, sequenceId=24, type=K, symbol=YLLW, quantity=200, price=11, side=Buy]
Order [timestamp=2017-10-05T10:11:02, broker=Wells Fargo Advisors, sequenceId=25, type=K, symbol=HOOF, quantity=200, price=76.48, side=Sell]
Order [timestamp=2017-10-05T10:11:51, broker=Wells Fargo Advisors, sequenceId=26, type=2, symbol=YLLW, quantity=550, price=11.205, side=Sell]
Order [timestamp=2017-10-05T10:12:21, broker=Wells Fargo Advisors, sequenceId=27, type=K, symbol=YLLW, quantity=1560, price=10.8, side=Buy]
Order [timestamp=2017-10-05T10:13:56, broker=Wells Fargo Advisors, sequenceId=29, type=K, symbol=LGHT, quantity=100, price=98.78, side=Buy]
Order [timestamp=2017-10-05T10:14:01, broker=Wells Fargo Advisors, sequenceId=30, type=2, symbol=HOOF, quantity=500, price=39.13, side=Sell]
Order [timestamp=2017-10-05T10:15:02, broker=Wells Fargo Advisors, sequenceId=31, type=K, symbol=LGHT, quantity=400, price=140, side=Buy]
Order [timestamp=2017-10-05T10:16:02, broker=Wells Fargo Advisors, sequenceId=32, type=K, symbol=LGHT, quantity=100, price=140.1, side=Sell]
Order [timestamp=2017-10-05T10:16:11, broker=Wells Fargo Advisors, sequenceId=33, type=2, symbol=LGHT, quantity=100, price=140.05, side=Buy]
Order [timestamp=2017-10-05T10:17:03, broker=Wells Fargo Advisors, sequenceId=34, type=K, symbol=LGHT, quantity=100, price=140.01, side=Sell]
Order [timestamp=2017-10-05T10:17:22, broker=Wells Fargo Advisors, sequenceId=35, type=K, symbol=HOOF, quantity=100, price=39.11, side=Buy]
Order [timestamp=2017-10-05T10:17:34, broker=Wells Fargo Advisors, sequenceId=36, type=2, symbol=LOUD, quantity=400, price=10.96, side=Sell]
Order [timestamp=2017-10-05T10:18:05, broker=Wells Fargo Advisors, sequenceId=37, type=2, symbol=BRIC, quantity=460, price=30.705, side=Sell]
Order [timestamp=2017-10-05T10:19:35, broker=Wells Fargo Advisors, sequenceId=38, type=K, symbol=KRIL, quantity=500, price=6.075, side=Buy]
Order [timestamp=2017-10-05T10:20:01, broker=Wells Fargo Advisors, sequenceId=40, type=2, symbol=BARK, quantity=400, price=88.3, side=Buy]
Order [timestamp=2017-10-05T10:20:41, broker=Wells Fargo Advisors, sequenceId=41, type=K, symbol=LGHT, quantity=800, price=98.765, side=Sell]
Order [timestamp=2017-10-05T10:21:01, broker=Wells Fargo Advisors, sequenceId=42, type=2, symbol=CARD, quantity=8000, price=6.555, side=Buy]
Order [timestamp=2017-10-05T10:22:14, broker=Wells Fargo Advisors, sequenceId=43, type=2, symbol=BRIC, quantity=900, price=30.69, side=Buy]
Order [timestamp=2017-10-05T10:23:01, broker=Wells Fargo Advisors, sequenceId=44, type=2, symbol=VELL, quantity=100, price=12, side=Sell]
Order [timestamp=2017-10-05T10:23:27, broker=Wells Fargo Advisors, sequenceId=45, type=2, symbol=CARD, quantity=100, price=6.65, side=Buy]
Order [timestamp=2017-10-05T10:23:50, broker=Wells Fargo Advisors, sequenceId=46, type=2, symbol=CARD, quantity=200, price=6.68, side=Buy]
Order [timestamp=2017-10-05T10:24:31, broker=Wells Fargo Advisors, sequenceId=47, type=2, symbol=YLLW, quantity=400, price=11.105, side=Sell]
Order [timestamp=2017-10-05T10:24:40, broker=Wells Fargo Advisors, sequenceId=48, type=2, symbol=HOOF, quantity=500, price=39.13, side=Sell]
Order [timestamp=2017-10-05T10:25:31, broker=Wells Fargo Advisors, sequenceId=49, type=2, symbol=YLLW, quantity=600, price=11.11, side=Sell]
Order [timestamp=2017-10-05T10:26:32, broker=Wells Fargo Advisors, sequenceId=50, type=2, symbol=CARD, quantity=200, price=6.855, side=Sell]
Order [timestamp=2017-10-05T10:26:34, broker=Wells Fargo Advisors, sequenceId=51, type=K, symbol=HOOF, quantity=150, price=39.1, side=Buy]
Order [timestamp=2017-10-05T10:27:01, broker=Wells Fargo Advisors, sequenceId=53, type=K, symbol=LOUD, quantity=200, price=10.95, side=Buy]
Order [timestamp=2017-10-05T10:28:10, broker=Wells Fargo Advisors, sequenceId=54, type=K, symbol=YLLW, quantity=200, price=11, side=Buy]
Order [timestamp=2017-10-05T10:28:26, broker=Wells Fargo Advisors, sequenceId=55, type=K, symbol=BRIC, quantity=5000, price=30.7, side=Sell]
Order [timestamp=2017-10-05T10:29, broker=Wells Fargo Advisors, sequenceId=56, type=K, symbol=LGHT, quantity=600, price=140.005, side=Sell]
Order [timestamp=2017-10-05T10:29:43, broker=Wells Fargo Advisors, sequenceId=58, type=K, symbol=LGHT, quantity=100, price=140.1, side=Sell]
Order [timestamp=2017-10-05T10:30:11, broker=Wells Fargo Advisors, sequenceId=59, type=2, symbol=LGHT, quantity=100, price=140.05, side=Buy]
Order [timestamp=2017-10-05T10:30:15, broker=Wells Fargo Advisors, sequenceId=60, type=K, symbol=BARK, quantity=100, price=1.19, side=Buy]
Order [timestamp=2017-10-05T10:31:15, broker=Wells Fargo Advisors, sequenceId=62, type=2, symbol=BARK, quantity=400, price=88.3, side=Buy]
Order [timestamp=2017-10-05T10:31:35, broker=Wells Fargo Advisors, sequenceId=63, type=K, symbol=LGHT, quantity=800, price=98.765, side=Sell]
Order [timestamp=2017-10-05T10:32:11, broker=Wells Fargo Advisors, sequenceId=64, type=2, symbol=CARD, quantity=8000, price=6.555, side=Buy]
Order [timestamp=2017-10-05T10:32:41, broker=Wells Fargo Advisors, sequenceId=65, type=2, symbol=BRIC, quantity=400, price=30.71, side=Sell]
Order [timestamp=2017-10-05T10:33:22, broker=Wells Fargo Advisors, sequenceId=66, type=2, symbol=BRIC, quantity=1400, price=30.7, side=Sell]
Order [timestamp=2017-10-05T10:33:25, broker=Wells Fargo Advisors, sequenceId=67, type=K, symbol=YLLW, quantity=1560, price=10.8, side=Buy]
Order [timestamp=2017-10-05T10:33:42, broker=Wells Fargo Advisors, sequenceId=68, type=2, symbol=CARD, quantity=200, price=6.68, side=Buy]
Order [timestamp=2017-10-05T10:34:01, broker=Wells Fargo Advisors, sequenceId=69, type=K, symbol=LGHT, quantity=100, price=140.1, side=Sell]
Order [timestamp=2017-10-05T10:34:02, broker=Wells Fargo Advisors, sequenceId=70, type=2, symbol=CARD, quantity=700, price=6.9, side=Sell]
